Cliente [cód];Venda anual;Últim venda;Família
COMBATE COMERCIO DE EXTINTORES LTDA [41098];212;29/04/2015 00:00;IATD
COMBATE COMERCIO DE EXTINTORES LTDA [41098];13.048.000.000.000.000;20/12/2023 00:00;SATW
COMCAL INDUSTRIA E COMERCIO DE COMPONENTES LTDA [64301];1;26/09/2023 00:00;IATD
COMERCIAL AUTOMOTIVA S.A. [38341];29.204.700.000.000.000;06/08/2015 00:00;IATD
COMERCIAL BELA EPOCA  [56220];67.6;28/11/2019 00:00;IATD
COMERCIAL BOMFER LTDA [58751];573.75;28/01/2021 00:00;FTAQ
COMERCIAL BOMFER LTDA [58751];18.091.999.999.999.900;07/07/2025 00:00;REFL
COMERCIAL BONILLA LTDA [65673];198;12/11/2024 00:00;PSeI
COMERCIAL BUFFON COMB E TRANSP LTDA [60473];457.36;10/09/2021 00:00;IATD
COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES [65185];1142.32;24/04/2024 00:00;IATD
COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES LIMITA [61868];18.217.800.000.000.000;29/06/2022 00:00;IATD
COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES LIMITA [62781];19.766.799.999.999.900;01/12/2022 00:00;IATD
COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES LIMITA [66124];1060;16/10/2024 00:00;IATD
COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES LTDA [60011];779.7;22/06/2021 00:00;IATD
COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES LTDA [62249];2312.86;02/09/2022 00:00;IATD
COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES LTDA [64581];660;17/11/2023 00:00;IATD
COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES LTDA [65186];1142.32;24/04/2024 00:00;IATD
COMERCIAL CASA E OBRA LTDA [64643];8.25;06/12/2023 00:00;SATW
COMERCIAL DE COMBUSTIVEIS ESSEN LTDA [54510];98.5;04/10/2019 00:00;_OUT
COMERCIAL DE COMBUSTIVEIS ESSEN LTDA [54510];1247.2;04/10/2019 00:00;IATD
COMERCIAL DE COMBUSTIVEIS ESSEN LTDA [54510];12;04/10/2019 00:00;PSeI
COMERCIAL DE COMBUSTIVEIS PHOENIX LTDA [61716];8.570.349.999.999.990;19/10/2022 00:00;IATD
COMERCIAL DE COMBUSTÍVEL CAMINHO VERDE LTDA [30209];157;01/06/2017 00:00;IATD
COMERCIAL DE FERRAGENS BRAUN LTDA [33453];14.4;06/04/2016 00:00;POLI
COMERCIAL DE FERRAGENS GRANDINI LTDA - EPP [39290];232;24/09/2021 00:00;_OUT
COMERCIAL DE GAS MACHADO & DORNELLES LTDA [55564];322.28;26/02/2024 00:00;IATD
COMERCIAL DE GAS MACHADO & DORNELLES LTDA [55564];17.560.000.000.000.000;01/06/2020 00:00;REFL
COMERCIAL DE GAS MACHADO & DORNELLES LTDA [55564];190;06/03/2024 00:00;SATW
COMERCIAL DE GESSO PARIS LTDA - ME [46530];574;08/03/2016 00:00;_ASD
COMERCIAL DE PECAS E ACESSORIOS TECNOMADE LTDA [28971];16.2;06/04/2021 00:00;_ABR
COMERCIAL DE PECAS E ACESSORIOS TECNOMADE LTDA [28971];10.939.999.999.999.900;08/07/2025 00:00;_ASD
COMERCIAL DE PECAS E ACESSORIOS TECNOMADE LTDA [28971];189;08/07/2025 00:00;_OUT
COMERCIAL DE PECAS E ACESSORIOS TECNOMADE LTDA [28971];6.7;10/09/2015 00:00;ELET
COMERCIAL DE PECAS E ACESSORIOS TECNOMADE LTDA [28971];2625.32;08/07/2025 00:00;IATD
COMERCIAL DE PECAS E ACESSORIOS TECNOMADE LTDA [28971];378;06/03/2024 00:00;PAPE
COMERCIAL DE PECAS E ACESSORIOS TECNOMADE LTDA [28971];1214;08/07/2025 00:00;PSeI
COMERCIAL DE PNEUS KOHLER LTDA [65423];16.160.999.999.999.900;05/06/2024 00:00;_ASD
COMERCIAL ELETRICA JARZYNSKI LIMITADA [36966];30;20/06/2013 00:00;ELET
COMERCIAL ELETRO F NUNES LTDA [66028];57.8;25/09/2024 00:00;IATD
COMERCIAL GATTINO LTDA [48466];39.2;19/05/2022 00:00;_EPI
COMERCIAL GATTINO LTDA [48466];99.94;20/02/2025 00:00;_OUT
COMERCIAL GATTINO LTDA [48466];77.72;01/09/2021 00:00;_PVC
COMERCIAL GATTINO LTDA [48466];159.4;28/01/2025 00:00;ELET
COMERCIAL GATTINO LTDA [48466];22;22/07/2020 00:00;FECH
COMERCIAL GATTINO LTDA [48466];5427.58;17/07/2025 00:00;IATD
COMERCIAL GATTINO LTDA [48466];242.7;19/12/2023 00:00;PAPE
COMERCIAL GATTINO LTDA [48466];81.4;05/08/2021 00:00;PSeI
COMERCIAL GATTINO LTDA [48466];102;01/07/2025 00:00;REFL
COMERCIAL GATTINO LTDA [48466];2775;08/07/2025 00:00;SATW
COMERCIAL MARTINELLI DE GENEROS ALIMENTICIOS LTDA [41821];78.13;17/09/2014 00:00;IATD
COMERCIAL MARTINELLI DE GENEROS ALIMENTICIOS LTDA [41821];24.4;17/09/2014 00:00;PR3M
COMERCIAL MARTINELLI DE GENEROS ALIMENTICIOS LTDA [41821];80;17/09/2014 00:00;PSeI
COMERCIAL PIAUI LTDA [65500];189;06/08/2024 00:00;_OUT
COMERCIAL PIAUI LTDA [65500];60.95;17/06/2024 00:00;IATD
COMERCIAL PORCELANAS E TALHERES KNETIG LTDA [61158];388.25;10/07/2024 00:00;IATD
COMERCIAL PORCELANAS E TALHERES KNETIG LTDA [61158];17044;11/08/2025 00:00;PSeI
COMERCIAL PORTO ALEGRENSE DE MAQ CALCULAD LTDA [47801];23.5;15/08/2016 00:00;IATD
COMERCIAL PORTO ALEGRENSE DE MAQ CALCULAD LTDA [47801];66;15/08/2016 00:00;PSeI
COMERCIAL PROTEFLEX DE MATERIAL DE SEGURANÇA LTDA. [29352];80;26/10/2017 00:00;REFL
COMERCIAL RICARI LTDA. [33303];93.83;25/06/2025 00:00;_OUT
COMERCIAL RICARI LTDA. [33303];942;25/06/2025 00:00;PLXT
COMERCIAL RICARI LTDA. [33303];18;25/06/2025 00:00;PSeI
COMERCIAL RODRISA LTDA [38879];116.6;16/01/2019 00:00;IATD
COMERCIAL RODRISA LTDA [38879];9.980.999.999.999.990;15/12/2021 00:00;PSeI
COMERCIAL SALVADOR & BECK LTDA [45206];1744.2;29/09/2015 00:00;SATW
COMERCIAL SAO JOAO DE UTILIDADES DOM  LTDA [55697];296;14/10/2019 00:00;IATD
COMERCIAL TOKUDAI LTDA - EPP [36413];48.88;06/10/2022 00:00;IATD
COMERCIAL TOKUDAI LTDA - EPP [36413];369.48;08/01/2021 00:00;PLXT
COMERCIAL TOKUDAI LTDA - EPP [36413];1328;15/03/2023 00:00;PSeI
COMERCIAL TOKUDAI LTDA [65065];114.8;24/09/2024 00:00;IATD
COMERCIAL TOKUDAI LTDA [65065];3524.16;07/05/2025 00:00;PSeI
COMERCIAL TOKUDAI LTDA ME [57875];833.67;19/01/2024 00:00;IATD
COMERCIAL TOKUDAI LTDA ME [57875];3332;23/11/2023 00:00;PSeI
COMERCIAL WTW LTDA [51930];86;20/03/2018 00:00;_OUT
COMERCIAL WTW LTDA [51930];239.6;20/03/2018 00:00;IATD
COMERCIAL WTW LTDA [51930];16.95;20/03/2018 00:00;PSeI
COMERCIAL WTW LTDA [51930];140;20/03/2018 00:00;SATW
COMERCIAL ZAFFARI LTDA - CANOAS [56606];23.383.030.000.000.000;25/05/2020 00:00;IATD
COMERCIAL ZAFFARI LTDA -PORTO ALEGRE [59377];21770;12/03/2021 00:00;IATD
COMERCIAL ZAFFARI LTDA -PORTO ALEGRE [59377];3381;24/03/2021 00:00;SIKA
COMERCIO DE ACOS PREMIUN LTDA [54565];438.89;15/02/2022 00:00;PAPE
COMERCIO DE ACOS PREMIUN LTDA [54565];345.6;28/08/2019 00:00;PSeI
COMERCIO DE ALIMENTOS LAHUDE LTDA - ME [50294];595;16/08/2017 00:00;IATD
COMERCIO DE ARTIGOS ESPORTIVOS FB LTDA [59518];45.3;30/03/2021 00:00;PSeI
COMERCIO DE BATERIAS ERBS TIJUCAS LTDA [49163];26.435.000.000.000.000;23/05/2019 00:00;IATD
COMERCIO DE COMBUSTIVEIS FLORESTA LTDA [43209];672.88;09/03/2015 00:00;TAPT
COMERCIO DE EMBALAGENS STILLNER LTDA [35996];579;03/10/2019 00:00;FTAQ
COMERCIO DE EMBALAGENS STILLNER LTDA [35996];3931.2;22/08/2024 00:00;PSeI
COMERCIO DE EXTINTORES GAUCHO LTDA  [53399];160;30/10/2018 00:00;IATD
COMERCIO DE MOVEIS JUNGES EIRELI [51134];227.5;06/12/2017 00:00;_OUT
COMERCIO DE MOVEIS JUNGES EIRELI [51134];850;09/02/2021 00:00;IATD
COMERCIO DE PECAS JS LTDA ME [46459];148.5;17/02/2017 00:00;_PVC
COMERCIO DE PECAS JS LTDA ME [46459];277;27/06/2016 00:00;IATD
COMERCIO DE PLACAS SDB SERVICOS LTDA [65480];192;11/06/2024 00:00;IATD
COMERCIO DE PRODUTOS AGRICOLAS FERRARIN LTDA [62737];30;17/11/2022 00:00;IATD
COMERCIO DE SURDINAS E ACESSORIOS COSTA LTDA - EPP [46575];50;14/03/2016 00:00;_OUT
COMERCIO E ARTESANATO DE BIJUTERIAS CRISTAL LTDA [58369];510;15/10/2020 00:00;_OUT
COMERCIO PECAS E ACESSORIOS VALE DO CAI LTDA [27624];1201.8;28/03/2025 00:00;_ABR
COMERCIO PECAS E ACESSORIOS VALE DO CAI LTDA [27624];39334.7;26/08/2025 00:00;_ASD
COMERCIO PECAS E ACESSORIOS VALE DO CAI LTDA [27624];756;29/02/2024 00:00;_EPI
COMERCIO PECAS E ACESSORIOS VALE DO CAI LTDA [27624];64.5;20/11/2018 00:00;_OUT
COMERCIO PECAS E ACESSORIOS VALE DO CAI LTDA [27624];1154.65;23/04/2025 00:00;FTAQ
COMERCIO PECAS E ACESSORIOS VALE DO CAI LTDA [27624];208.55;26/08/2025 00:00;IATD
COMERCIO PECAS E ACESSORIOS VALE DO CAI LTDA [27624];10332.11;20/08/2025 00:00;PAPE
COMERCIO PECAS E ACESSORIOS VALE DO CAI LTDA [27624];1031.7;15/02/2024 00:00;PSeI
COMERSALV COMERCIO DE SALVADOS LTDA - EPP [47194];2140;12/01/2021 00:00;_OUT
COMERSALV COMERCIO DE SALVADOS LTDA - EPP [47194];116.16;22/11/2016 00:00;ELET
COMERSALV COMERCIO DE SALVADOS LTDA - EPP [47194];396;02/03/2020 00:00;PSeI
COMEX COMERCIO DE EXTINTORES LTDA [33199];307.72;20/12/2021 00:00;IATD
COMEX COMERCIO DE EXTINTORES LTDA [33199];24.6;15/08/2016 00:00;PSeI
COMEX COMERCIO DE EXTINTORES LTDA [33199];476;21/01/2021 00:00;REFL
COMEXI DO BRASIL LTDA [29907];4156;08/12/2023 00:00;_ASD
COMEXI DO BRASIL LTDA [29907];228;09/02/2021 00:00;_OUT
COMEXI DO BRASIL LTDA [29907];426.96;24/04/2018 00:00;ELET
COMEXI DO BRASIL LTDA [29907];14043.2;02/09/2025 00:00;IATD
COMEXI DO BRASIL LTDA [29907];285;19/05/2014 00:00;out/02
COMEXI DO BRASIL LTDA [29907];7183.08;09/06/2025 00:00;PSeI
COMFORT LUX SISTEMAS DE ILUMINACAO LTDA [44888];1675;21/07/2021 00:00;_PVC
COMFORT LUX SISTEMAS DE ILUMINACAO LTDA [44888];24.539.999.999.999.900;19/01/2016 00:00;IATD
COMPANHIA BRASILEIRA DE CARTUCHOS-CBC [26661];100;05/06/2017 00:00;_ABR
COMPANHIA BRASILEIRA DE CARTUCHOS-CBC [26661];888;22/07/2025 00:00;_ASD
COMPANHIA BRASILEIRA DE CARTUCHOS-CBC [26661];10;14/09/2021 00:00;_EVA
COMPANHIA BRASILEIRA DE CARTUCHOS-CBC [26661];200;01/11/2013 00:00;_OUT
COMPANHIA BRASILEIRA DE CARTUCHOS-CBC [26661];106.4;22/07/2025 00:00;_PVC
COMPANHIA BRASILEIRA DE CARTUCHOS-CBC [26661];5.915.999.999.999.990;15/05/2024 00:00;ELET
COMPANHIA BRASILEIRA DE CARTUCHOS-CBC [26661];7888;01/07/2025 00:00;FELT
COMPANHIA BRASILEIRA DE CARTUCHOS-CBC [26661];451;26/08/2025 00:00;IATD
COMPANHIA BRASILEIRA DE CARTUCHOS-CBC [26661];245;07/10/2016 00:00;TAPT
COMPANHIA BRASILEIRA DE CARTUCHOS-CBC [26661];4655.7;16/07/2024 00:00;TEFL
COMPANHIA CARRIS PORTOALEGRENSE [59646];210.45;19/04/2021 00:00;IATD
COMPANHIA DE GERACAO TERMICA DE ENERGIA ELETRICA [32392];119;13/05/2013 00:00;_EPI
COMPANHIA DE PROCES DE DADOS DO MUNICIPIO DE PORTO [60618];66.42;29/03/2023 00:00;IATD
COMPANHIA DE PROCES DE DADOS DO MUNICIPIO DE PORTO [60618];277.5;08/10/2021 00:00;SATW
COMPANHIA DISTRIBUIDORA DE ALUMINIO S.A. [65443];473.2;07/06/2024 00:00;FTAQ
COMPANHIA ESTADUAL DE DIST DE ENERGIA ELET CEEE-D [28162];696.08;16/11/2016 00:00;IATD
COMPANHIA ESTADUAL DE SILOS E ARMAZENS - FILIAL [46492];180;03/03/2016 00:00;PSeI
COMPANHIA ESTADUAL DE SILOS E ARMAZENS [29100];300;03/12/2020 00:00;PSeI
COMPANHIA RIOGRANDENSE DE MINERACAO CRM [30371];9072.88;10/10/2019 00:00;REFL
COMPANHIA ZAFFARI COMERCIO E INDUSTRIA [34776];7233.5;04/07/2013 00:00;IATD
COMPANHIA ZAFFARI COMERCIO E INDUSTRIA [49664];394.5;17/05/2017 00:00;IATD
COMPANHIA ZAFFARI COMERCIO E INDUSTRIA [49664];1516.32;17/05/2017 00:00;PAPE
COMPANHIA ZAFFARI COMERCIO E INDUSTRIA [49664];726;17/05/2017 00:00;PSeI
COMPANY ART COMUNICACAO VISUAL LTDA [51132];165.78;30/03/2023 00:00;_OUT
COMPANY ART COMUNICACAO VISUAL LTDA [51132];210.36;16/07/2025 00:00;IATD
COMPANY ART COMUNICACAO VISUAL LTDA [51132];18;01/08/2024 00:00;PSeI
COMPANY RS INDUSTRIA DE ABRASIVOS LTDA - EPP [31011];119.25;16/08/2016 00:00;_ASD
COMPANY RS INDUSTRIA DE ABRASIVOS LTDA - EPP [31011];11264.96;26/03/2015 00:00;IATD
COMPANY RS INDUSTRIA DE ABRASIVOS LTDA - EPP [31011];975;16/09/2014 00:00;PSeI
COMPASSO DE METAIS FERROSOS LTDA   EPP [42093];100;13/10/2014 00:00;PSeI
COMPEBRAS CASA DAS PORTAS LTDA [65155];334.7;15/05/2025 00:00;_ABR
COMPEBRAS CASA DAS PORTAS LTDA [65155];1140.25;24/03/2025 00:00;_ASD
COMPEBRAS CASA DAS PORTAS LTDA [65155];11.65;15/05/2025 00:00;AUTO
COMPENSADOS E MADEIRAS SCHARLAU LTDA [46823];1613.35;23/03/2017 00:00;_ASD
COMPETENCE COMERCIO E SERVICOS LTDA [62845];2142;12/03/2025 00:00;FECH
COMPUTECH TECNOLOGIA COM E ASSIST TECNICA DE EQUI [53502];1494;11/11/2021 00:00;_OUT
COMPUTECH TECNOLOGIA COM E ASSIST TECNICA DE EQUI [53502];128;11/11/2021 00:00;IATD
COMUNIC SEG COMUNICACAO DE SEG E SAUDE DO TRABALHO [54682];59;24/06/2025 00:00;IATD
COMUNIC SEG COMUNICACAO DE SEG E SAUDE DO TRABALHO [54682];2720;08/10/2021 00:00;SATW
COMUNIDADE OSHO RACHANA [58532];6.235.200.000.000.000;03/11/2020 00:00;PAPE
COMUSA - SERVICOS DE AGUA E ESGOTO DE N HAMBURGO [33545];148.5;05/09/2014 00:00;PSeI
CONBRAS IND COM COMPONENTES MOVIMENT CARGAS LTDA [31315];50;07/05/2018 00:00;_OUT
CONBRAS IND COM COMPONENTES MOVIMENT CARGAS LTDA [31315];403.9;14/09/2018 00:00;IATD
CONBRAS IND COM COMPONENTES MOVIMENT CARGAS LTDA [31315];35.315.000.000.000.000;25/08/2021 00:00;PAPE
CONBRAS IND COM COMPONENTES MOVIMENT CARGAS LTDA [31315];100;24/10/2014 00:00;PSeI
CONCEITO COMUNICACAO VISUAL LTDA - EPP [41194];18.560.000.000.000.000;20/02/2015 00:00;FTAQ
CONCEITO COMUNICACAO VISUAL LTDA - EPP [41194];890;21/07/2015 00:00;IATD
CONCEITO COMUNICACAO VISUAL LTDA - EPP [41194];118.75;21/07/2015 00:00;PSeI
CONCEITO E ARTE IND. DE ART. PARA O LAR  LTDA ME [40591];46;07/03/2016 00:00;
CONCEITO E ARTE IND. DE ART. PARA O LAR  LTDA ME [40591];136.78;07/08/2025 00:00;_ASD
CONCEITO E ARTE IND. DE ART. PARA O LAR  LTDA ME [40591];27.5;28/03/2016 00:00;_EPI
CONCEITO E ARTE IND. DE ART. PARA O LAR  LTDA ME [40591];68.31;14/04/2025 00:00;_OUT
CONCEITO E ARTE IND. DE ART. PARA O LAR  LTDA ME [40591];64.58;02/07/2025 00:00;AUTO
CONCEITO E ARTE IND. DE ART. PARA O LAR  LTDA ME [40591];32.44;02/07/2025 00:00;ELET
CONCEITO E ARTE IND. DE ART. PARA O LAR  LTDA ME [40591];2;24/07/2023 00:00;FELT
CONCEITO E ARTE IND. DE ART. PARA O LAR  LTDA ME [40591];141;01/10/2024 00:00;FTAQ
CONCEITO E ARTE IND. DE ART. PARA O LAR  LTDA ME [40591];223.88;02/07/2025 00:00;IATD
CONCEITO E ARTE IND. DE ART. PARA O LAR  LTDA ME [40591];23.304.700.000.000.000;22/08/2025 00:00;PAPE
CONCEITO E ARTE IND. DE ART. PARA O LAR  LTDA ME [40591];4;24/01/2024 00:00;PR3M
CONCEITO E ARTE IND. DE ART. PARA O LAR  LTDA ME [40591];840.35;22/08/2025 00:00;PSeI
CONCERTINAS OURICO EQUIPAMENTOS DE SEGURANCA LTDA [66244];308.23;20/03/2025 00:00;_OUT
CONCERTINAS OURICO EQUIPAMENTOS DE SEGURANCA LTDA [66244];1225.28;23/04/2025 00:00;FTAQ
CONCERTINAS OURICO EQUIPAMENTOS DE SEGURANCA LTDA [66244];4.767.469.999.999.990;10/09/2025 00:00;PAPE
CONCERTINAS OURICO EQUIPAMENTOS DE SEGURANCA LTDA [66244];33.221.000.000.000.000;10/09/2025 00:00;PSeI
CONCREARTE CONSTRUCAO E PAVIMENTACAO LTDA EPP [40642];65.1;28/05/2014 00:00;_ASD
CONCREARTE CONSTRUCAO E PAVIMENTACAO LTDA EPP [40642];260;06/09/2016 00:00;REFL
CONCREJET LOCACAO DE EQUIPAMENTOS LTDA   ME [42403];54;11/11/2014 00:00;_OUT
CONCREJET LOCACAO DE EQUIPAMENTOS LTDA   ME [42403];162.12;11/11/2014 00:00;IATD
CONCREJET LOCACAO DE EQUIPAMENTOS LTDA   ME [42403];149.4;11/11/2014 00:00;PSeI
CONCREPEDRA CONCRETO E PEDREIRAS LTDA [43815];380;24/04/2015 00:00;SATW
COND EDIF FORMAC [57070];68;04/05/2020 00:00;IATD
COND. ED. PRESIDENTE JUAREZ [57745];426;31/07/2020 00:00;SATW
COND. EDIF. DUQUEZA [61167];54.25;17/01/2023 00:00;_ASD
COND. EDIF. DUQUEZA [61167];245.88;17/01/2023 00:00;AUTO
COND. EDIF. DUQUEZA [61167];2092.8;23/03/2022 00:00;SATW
CONDATA ENGENHARIA DE TELESISTEMAS LTDA [30039];424.8;30/10/2015 00:00;PSeI
CONDESSA AUTO CENTER LTDA [65010];231.05;09/04/2024 00:00;PAPE
CONDOMINIO ALTA VISTA I [49160];100;23/02/2017 00:00;_OUT
CONDOMINIO ARUANA [63622];667.22;26/05/2023 00:00;SATW
CONDOMINIO BARAO DO CAHY [56531];25.75;23/06/2021 00:00;IATD
CONDOMINIO BARAO DO CAHY [56531];731.2;16/08/2022 00:00;SATW
CONDOMINIO BOULEVARD ASSIS BRASIL [31459];140;16/06/2020 00:00;_EPI
CONDOMINIO BOULEVARD ASSIS BRASIL [31459];5.178.399.999.999.990;24/03/2025 00:00;_OUT
CONDOMINIO BOULEVARD ASSIS BRASIL [31459];116.2;06/10/2020 00:00;ELET
CONDOMINIO BOULEVARD ASSIS BRASIL [31459];927.79;11/05/2021 00:00;FTAQ
CONDOMINIO BOULEVARD ASSIS BRASIL [31459];159.16;12/11/2024 00:00;IATD
CONDOMINIO BOULEVARD ASSIS BRASIL [31459];232.18;02/04/2025 00:00;PAPE
CONDOMINIO BOULEVARD ASSIS BRASIL [31459];17.06;10/08/2021 00:00;PSeI
CONDOMINIO BOULEVARD ASSIS BRASIL [31459];676.36;06/09/2023 00:00;SATW
CONDOMINIO BOULEVARD LACADOR [49412];195.66;29/10/2024 00:00;_OUT
CONDOMINIO BOULEVARD LACADOR [49412];89.97;09/08/2024 00:00;ELET
CONDOMINIO BOULEVARD LACADOR [49412];33.955.999.999.999.900;31/05/2021 00:00;FTAQ
CONDOMINIO BOULEVARD LACADOR [49412];6.456.600.000.000.000;09/08/2024 00:00;IATD
CONDOMINIO BOULEVARD LACADOR [49412];252.84;22/01/2020 00:00;PAPE
CONDOMINIO BOULEVARD LACADOR [49412];4.52;06/08/2021 00:00;PSeI
CONDOMINIO BOULEVARD LACADOR [49412];319.9;11/01/2018 00:00;SATW
CONDOMINIO CENTRO COM FRANCISCO TREIN  [54294];720.41;03/04/2019 00:00;TAPT
CONDOMINIO CENTRO COMERCIAL SANTINO [57734];101.6;30/07/2020 00:00;IATD
CONDOMINIO CENTRO EMPRESARIAL MOSTARDEIRO [48936];2185;24/02/2017 00:00;TAPT
CONDOMINIO CENTRO PROFISSIONAL NOVA YORK [56103];804;19/11/2019 00:00;SATW
CONDOMINIO CONDADO DE CASTELA  [54465];90;09/04/2019 00:00;_PVC
CONDOMINIO CONJUNTO RESIDENCIAL DOM PEDRO II [67030];505.53;13/05/2025 00:00;IATD
CONDOMÍNIO DEZESSETE DE JUNHO  [56179];560;16/12/2019 00:00;SATW
CONDOMINIO DO BOURBON SHOPPING WALLIG [37701];199.76;09/08/2013 00:00;IATD
CONDOMINIO DO EDIFICIO FLAVIA [65838];932;21/08/2024 00:00;SATW
CONDOMINIO DO EDIFICIO RESIDENCIAL ALAMOS  [55170];102;26/07/2019 00:00;IATD
CONDOMINIO ED GUSTAVO MORITZ [41366];3098.25;11/08/2014 00:00;SATW
CONDOMINIO EDIFCIO JARDIM MEDIANEIRA [62385];704;03/10/2022 00:00;SATW
CONDOMINIO EDIFI FERDINAND KISSLIN CONVE OFFICES [53984];2400;05/02/2019 00:00;SATW
CONDOMINIO EDIFICIO ALGARVE [57308];134.9;21/08/2020 00:00;SATW
CONDOMINIO EDIFICIO ALICE [60515];713.6;01/10/2021 00:00;SATW
CONDOMINIO EDIFICIO ALVORADA [61168];688.35;17/01/2023 00:00;SATW
CONDOMINIO EDIFICIO AMERICA [63778];29.343.999.999.999.900;04/07/2023 00:00;SATW
CONDOMINIO EDIFICIO ANTIGUA [61713];704;23/09/2022 00:00;SATW
CONDOMINIO EDIFICIO AQUARIUS [58618];70.5;09/11/2020 00:00;IATD
CONDOMINIO EDIFICIO AQUARIUS [58618];544;13/11/2020 00:00;SATW
CONDOMINIO EDIFICIO ARNALDO BALVE [60050];12.6;30/06/2021 00:00;IATD
CONDOMINIO EDIFICIO ARNALDO BALVE [60050];22.5;15/12/2022 00:00;REFL
CONDOMINIO EDIFICIO ARNALDO BALVE [60050];522.9;13/07/2021 00:00;SATW
CONDOMINIO EDIFICIO AUSTRIA [60700];11.192.999.999.999.900;12/07/2022 00:00;IATD
CONDOMINIO EDIFICIO AUSTRIA [60700];1272.92;11/07/2022 00:00;SATW
CONDOMINIO EDIFICIO BECARMA  [54980];2193.6;24/06/2019 00:00;SATW
CONDOMINIO EDIFICIO BENETTI [47008];7;10/05/2016 00:00;_PVC
CONDOMINIO EDIFICIO BENETTI [47008];10.5;10/05/2016 00:00;IATD
CONDOMINIO EDIFICIO BENETTI [47008];300.9;10/05/2016 00:00;SATW
CONDOMINIO EDIFICIO BUENA VISTA PLAZA [63823];1838.8;29/08/2023 00:00;IATD
CONDOMINIO EDIFICIO BUGANVILEA [66542];930;30/01/2025 00:00;SATW
CONDOMINIO EDIFICIO CALCUTA [59242];2054;08/10/2021 00:00;SATW
CONDOMINIO EDIFICIO CANNES [65658];1496;16/07/2024 00:00;SATW
CONDOMINIO EDIFICIO CASA ALTA [62980];1371;17/01/2023 00:00;SATW
CONDOMINIO EDIFICIO CASABLANCA [25242];700;17/10/2024 00:00;AUTO
CONDOMINIO EDIFICIO CASABLANCA [25242];108;24/04/2024 00:00;IATD
CONDOMINIO EDIFICIO CASABLANCA [25242];560;28/01/2015 00:00;SATW
CONDOMINIO EDIFICIO CENTRO PROF ALBERTO BINS [39859];4128;10/04/2014 00:00;out/02
CONDOMINIO EDIFICIO CENTRO PROF EMILIO ZUCATTI [42657];352;18/12/2014 00:00;IATD
CONDOMINIO EDIFICIO CENTRO PROF. CEL. BORDINI [52605];396;12/07/2018 00:00;TAPT
CONDOMINIO EDIFICIO CEPANIA [60189];1032;02/03/2022 00:00;SATW
CONDOMINIO EDIFICIO CLAUDIA [64493];374;07/11/2023 00:00;SATW
CONDOMINIO EDIFICIO COMUNE DI MEDOLE [37327];81;05/09/2023 00:00;_ABR
CONDOMINIO EDIFICIO COMUNE DI MEDOLE [37327];11.09;29/10/2019 00:00;_ASD
CONDOMINIO EDIFICIO COMUNE DI MEDOLE [37327];32;08/01/2021 00:00;_EPI
CONDOMINIO EDIFICIO COMUNE DI MEDOLE [37327];4.7;08/01/2021 00:00;ELET
CONDOMINIO EDIFICIO COMUNE DI MEDOLE [37327];39.12;08/01/2021 00:00;IATD
CONDOMINIO EDIFICIO COMUNE DI MEDOLE [37327];10.95;31/03/2014 00:00;PR3M
CONDOMINIO EDIFICIO COMUNE DI MEDOLE [37327];4.32;09/10/2013 00:00;PSeI
CONDOMINIO EDIFICIO COMUNE DI MEDOLE [37327];16;08/01/2021 00:00;SATW
CONDOMINIO EDIFICIO CONDE D TOLEDO [56458];100;15/01/2020 00:00;IATD
CONDOMINIO EDIFICIO CONDE D TOLEDO [56458];662;22/06/2020 00:00;SATW
CONDOMINIO EDIFICIO CORINDUM [63731];770;22/06/2023 00:00;SATW
CONDOMINIO EDIFICIO CORTINA DAMPEZZO [57372];1917;17/06/2020 00:00;SATW
CONDOMINIO EDIFICIO CRISTIANE [59259];417.75;28/07/2021 00:00;SATW
CONDOMINIO EDIFICIO DANIELA II [62798];340;30/11/2022 00:00;TAPT
CONDOMINIO EDIFICIO DOM VICENTE  [66581];54;05/05/2025 00:00;IATD
CONDOMINIO EDIFICIO DOMINGOS RUBBO [62797];340;30/11/2022 00:00;TAPT
CONDOMINIO EDIFICIO DON BETO [56216];24.28;28/11/2019 00:00;IATD
CONDOMINIO EDIFICIO DON BETO [56216];105;28/11/2019 00:00;SATW
CONDOMINIO EDIFICIO DONA EUGENIA [56534];600;11/02/2020 00:00;SATW
CONDOMINIO EDIFICIO DONA FLOR [61322];388.45;06/04/2023 00:00;SATW
CONDOMINIO EDIFICIO E GARAGEM UARUMA [31435];176;17/02/2022 00:00;SATW
CONDOMINIO EDIFICIO EL BOSCO  [52807];153.6;09/08/2018 00:00;IATD
CONDOMINIO EDIFICIO EL CIELO [45499];1390;11/11/2015 00:00;TAPT
CONDOMINIO EDIFICIO ESPLANADA INDEPENDENCIA BLOCO  [66530];193.68;14/07/2025 00:00;IATD
